date,融資餘額,融券餘額,融資限額
2025-04-07,5419,82,19636
2025-04-08,5202,39,19636
2025-04-09,4280,30,19636
2025-04-10,4205,28,19636
2025-04-11,4343,47,19636
2025-04-14,4252,56,19662
2025-04-15,4386,77,19662
2025-04-16,4492,89,19662
2025-04-17,4505,87,19662
2025-04-18,4458,78,19662
2025-04-21,4320,80,19662
2025-04-22,4184,74,19662
2025-04-23,4139,81,19662
2025-04-24,4077,80,19662
2025-04-25,4164,80,19662
2025-04-28,4140,106,19662
2025-04-29,4146,102,19662
2025-04-30,4232,109,19662
2025-05-02,4069,150,19662
2025-05-05,4081,124,19662
2025-05-06,4058,118,19662
2025-05-07,4179,110,19662
2025-05-08,4055,159,19662
2025-05-09,4336,130,19662
2025-05-12,4214,226,19662
2025-05-13,4266,222,19662
2025-05-14,4407,211,19662
2025-05-15,4424,198,19662
2025-05-16,4456,196,19662
2025-05-19,4441,166,19662
2025-05-20,4435,286,19662
2025-05-21,4405,275,19662
2025-05-22,4545,250,19662
2025-05-23,4443,272,19662
2025-05-26,4547,251,19662
2025-05-27,4550,265,19662
2025-05-28,4507,254,19662
2025-05-29,4637,211,19662
2025-06-02,4540,170,19662
2025-06-03,4530,180,19662
2025-06-04,4560,196,19662
2025-06-05,4593,185,19662
2025-06-06,4571,194,19662
2025-06-09,4661,148,19662
2025-06-10,4634,157,19662
2025-06-11,4835,164,19662
2025-06-12,4881,157,19662
2025-06-13,4990,136,19662
2025-06-16,4935,149,19662
2025-06-17,4828,171,19662
2025-06-18,4962,185,19662
2025-06-19,4990,232,19662
2025-06-20,5084,221,19662
2025-06-23,5017,231,19662
2025-06-24,5103,209,19662
2025-06-25,4961,232,19662
2025-06-26,4901,211,19662
2025-06-27,4883,285,19662
2025-06-30,4864,313,19662
2025-07-01,4830,329,19662
2025-07-02,4870,337,19662
2025-07-03,4812,335,19662
2025-07-04,4660,350,19662
2025-07-07,4580,408,19662
2025-07-08,4643,377,19662
2025-07-09,4580,408,19662
2025-07-10,4601,438,19662
2025-07-11,4659,441,19662
2025-07-14,4686,433,19684
2025-07-15,4837,403,19684
2025-07-16,5044,425,19684
2025-07-17,4916,494,19684
2025-07-18,4721,533,19684
2025-07-21,4816,482,19684
2025-07-22,4633,472,19684
2025-07-23,4741,479,19684
2025-07-24,4792,510,19684
2025-07-25,4771,495,19684
2025-07-28,4781,493,19684
2025-07-29,4778,490,19684
2025-07-30,4798,488,19684
2025-07-31,4828,488,19684
2025-08-01,4718,491,19684
2025-08-04,4742,472,19684
2025-08-05,4774,471,19684
2025-08-06,4665,441,19684
2025-08-07,4721,433,19684
2025-08-08,4653,433,19684
2025-08-11,4843,525,19684
2025-08-12,4908,520,19684
2025-08-13,4769,505,19684
2025-08-14,4641,462,19692
2025-08-15,4681,438,19692
2025-08-18,4615,413,19692
2025-08-19,4638,388,19692
2025-08-20,4777,323,19692
2025-08-21,4833,310,19692
2025-08-22,4812,257,19692
2025-08-25,4692,243,19692
2025-08-26,4653,208,19692
2025-08-27,4673,2,19692
2025-08-28,4632,0,19692
2025-08-29,4651,0,19692
2025-09-01,4623,0,19692
2025-09-02,4631,14,19692
2025-09-03,4580,72,19692
2025-09-04,4669,25,19692
2025-09-05,4669,59,19692
2025-09-08,4618,44,19692
2025-09-09,4604,48,19692
2025-09-10,4555,56,19692
2025-09-11,4564,50,19692
2025-09-12,4612,39,19697
2025-09-15,4594,51,19697
2025-09-16,4666,51,19697
2025-09-17,4663,45,19697
2025-09-18,4748,35,19697
2025-09-19,4724,31,19697
2025-09-22,4786,29,19697
2025-09-23,4766,36,19697
2025-09-24,4853,40,19697
2025-09-25,4769,58,19697
2025-09-26,4650,49,19697
2025-09-30,4904,78,19697
2025-10-01,4921,75,19697
2025-10-02,5087,45,19697
2025-10-03,5085,46,19697
2025-10-07,5058,51,19697
2025-10-08,5058,54,19697
2025-10-09,4996,65,19697
2025-10-13,4950,50,19697
2025-10-14,5033,41,19702
2025-10-15,5055,37,19702
2025-10-16,5093,38,19702
2025-10-17,5193,63,19702
2025-10-20,5203,70,19702
2025-10-21,5497,72,19702
2025-10-22,5518,68,19702
2025-10-23,5378,67,19702
2025-10-27,5258,53,19702
2025-10-28,5279,48,19702
2025-10-29,5463,52,19702
2025-10-30,5378,69,19702
2025-10-31,5241,83,19702
2025-11-03,5216,78,19702
2025-11-04,5194,75,19702
2025-11-05,5216,62,19702
2025-11-06,5370,135,19702
2025-11-07,5277,97,19702
2025-11-10,5149,115,19702
2025-11-11,5174,103,19702
2025-11-12,5093,74,19702
2025-11-13,5081,76,19702
2025-11-14,4998,67,19708
2025-11-17,5098,80,19708
2025-11-18,4990,67,19708
2025-11-19,4949,90,19708
2025-11-20,5353,58,19708
2025-11-21,5294,60,19708
2025-11-24,5288,53,19708
2025-11-25,5348,43,19708
2025-11-26,5299,51,19708
2025-11-27,5277,60,19708
2025-11-28,5250,51,19708
2025-12-01,5277,50,19708
2025-12-02,5173,70,19708
2025-12-03,5226,50,19708
2025-12-04,5244,45,19708
2025-12-05,5286,42,19708
2025-12-08,5302,39,19708
2025-12-09,5238,45,19708
2025-12-10,5180,47,19708
2025-12-11,5245,45,19708
2025-12-12,5321,45,19725
2025-12-15,5329,46,19725
2025-12-16,5421,51,19725
2025-12-17,5388,49,19725
2025-12-18,5397,51,19725
2025-12-19,5417,55,19725
2025-12-22,5446,53,19725
2025-12-23,5453,53,19725
2025-12-24,5472,52,19725
2025-12-26,5522,47,19725
